Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 [231] std::vector<double, std::allocator<double> >::end() const [266] std::__uniq_ptr_impl<AntT, std::default_delete<AntT> >::_M_deleter() [236] void std::_Construct<std::vector<Position, std::allocator<Position> >, std::vector<Position, std::allocator<Position> > const&>(std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> > const&)
  [53] std::vector<double, std::allocator<double> >::size() const [207] std::__uniq_ptr_impl<AntT, std::default_delete<AntT> >::_M_ptr() [18] void std::_Construct<std::vector<bool, std::allocator<bool> >, std::vector<bool, std::allocator<bool> > const&>(std::vector<bool, std::allocator<bool> >*, std::vector<bool, std::allocator<bool> > const&)
 [232] std::vector<double, std::allocator<double> >::begin() const [267] std::__uniq_ptr_impl<AntT, std::default_delete<AntT> >::__uniq_ptr_impl(std::__uniq_ptr_impl<AntT, std::default_delete<AntT> >&&) [87] void std::_Construct<std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> > const&>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > const&)
 [197] std::_Head_base<0ul, AntT*, false>::_M_head(std::_Head_base<0ul, AntT*, false> const&) [268] std::__uniq_ptr_impl<AntT, std::default_delete<AntT> >::__uniq_ptr_impl(AntT*) [165] void std::_Construct<double>(double*)
 [205] std::_Head_base<0ul, AntT*, false>::_M_head(std::_Head_base<0ul, AntT*, false>&) [179] std::_Bit_iterator_base::_M_bump_up() [237] void std::_Construct<double, double const&>(double*, double const&)
 [253] std::_Head_base<0ul, AntT*, false>::_Head_base() [228] std::_Bit_iterator_base::_M_incr(long) [46] std::__detail::_MakeUniq<AntT>::__single_object std::make_unique<AntT, GraphT*, int&, double&, double&>(GraphT*&&, int&, double&, double&)
 [254] std::_Head_base<1ul, std::default_delete<AntT>, true>::_M_head(std::_Head_base<1ul, std::default_delete<AntT>, true>&) [27] std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [200] AntT* const& std::__get_helper<0ul, AntT*, std::default_delete<AntT> >(std::_Tuple_impl<0ul, AntT*, std::default_delete<AntT> > const&)
 [255] std::_Head_base<1ul, std::default_delete<AntT>, true>::_Head_base() [15] std::_Bit_const_iterator::_Bit_const_iterator(unsigned long*, unsigned int) [208] AntT*& std::__get_helper<0ul, AntT*, std::default_delete<AntT> >(std::_Tuple_impl<0ul, AntT*, std::default_delete<AntT> >&)
 [256] std::unique_ptr<AntT, std::default_delete<AntT> >::get_deleter() [23] std::_Bit_const_iterator::_Bit_const_iterator(std::_Bit_iterator const&) [274] std::default_delete<AntT>& std::__get_helper<1ul, std::default_delete<AntT>>(std::_Tuple_impl<1ul, std::default_delete<AntT>>&)
 [257] std::unique_ptr<AntT, std::default_delete<AntT> >::unique_ptr(std::unique_ptr<AntT, std::default_delete<AntT> >&&) [192] std::_Bit_const_iterator::operator++() [209] unsigned long* std::__miter_base<unsigned long*>(unsigned long*)
 [258] std::unique_ptr<AntT, std::default_delete<AntT> >::unique_ptr<std::default_delete<AntT>, void>(AntT*) [376] std::_UninitDestroyGuard<Position*, void>::release() [210] std::_Bit_const_iterator std::__miter_base<std::_Bit_const_iterator>(std::_Bit_const_iterator)
 [233] std::unique_ptr<AntT, std::default_delete<AntT> >::~unique_ptr() [377] std::_UninitDestroyGuard<Position*, void>::_UninitDestroyGuard(Position*&) [130] Position* std::__relocate_a<Position*, Position*, std::allocator<Position> >(Position*, Position*, Position*, std::allocator<Position>&)
 [198] std::_Tuple_impl<0ul, AntT*, std::default_delete<AntT> >::_M_head(std::_Tuple_impl<0ul, AntT*, std::default_delete<AntT> > const&) [378] std::_UninitDestroyGuard<Position*, void>::~_UninitDestroyGuard() [414] std::unique_ptr<AntT, std::default_delete<AntT> >* std::__relocate_a<std::unique_ptr<AntT, std::default_delete<AntT> >*, std::unique_ptr<AntT, std::default_delete<AntT> >*, std::allocator<std::unique_ptr<AntT, std::default_delete<AntT> > > >(std::unique_ptr<AntT, std::default_delete<AntT> >*, std::unique_ptr<AntT, std::default_delete<AntT> >*, std::unique_ptr<AntT, std::default_delete<AntT> >*, std::allocator<std::unique_ptr<AntT, std::default_delete<AntT> > >&)
 [206] std::_Tuple_impl<0ul, AntT*, std::default_delete<AntT> >::_M_head(std::_Tuple_impl<0ul, AntT*, std::default_delete<AntT> >&) [379] std::_UninitDestroyGuard<std::pair<int, int>*, void>::release() [296] std::vector<Position, std::allocator<Position> >* std::__relocate_a<std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> >*, std::allocator<std::vector<Position, std::allocator<Position> > > >(std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> >*, std::allocator<std::vector<Position, std::allocator<Position> > >&)
 [259] std::_Tuple_impl<0ul, AntT*, std::default_delete<AntT> >::_Tuple_impl() [380] std::_UninitDestroyGuard<std::pair<int, int>*, void>::_UninitDestroyGuard(std::pair<int, int>*&) [238] unsigned long* std::__copy_move_a2<false, unsigned long*, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*)
 [260] std::_Tuple_impl<0ul, AntT*, std::default_delete<AntT> >::_Tuple_impl(std::_Tuple_impl<0ul, AntT*, std::default_delete<AntT> >&&) [381] std::_UninitDestroyGuard<std::pair<int, int>*, void>::~_UninitDestroyGuard() [25] std::_Bit_iterator std::__copy_move_a2<false, std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator)
 [261] std::_Tuple_impl<1ul, std::default_delete<AntT> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<AntT> >&) [382] std::_UninitDestroyGuard<std::vector<Position, std::allocator<Position> >*, void>::release() [131] Position* std::__relocate_a_1<Position*, Position*, std::allocator<Position> >(Position*, Position*, Position*, std::allocator<Position>&)
 [262] std::_Tuple_impl<1ul, std::default_delete<AntT> >::_Tuple_impl(std::_Tuple_impl<1ul, std::default_delete<AntT> >&&) [383] std::_UninitDestroyGuard<std::vector<Position, std::allocator<Position> >*, void>::_UninitDestroyGuard(std::vector<Position, std::allocator<Position> >*&) [415] std::unique_ptr<AntT, std::default_delete<AntT> >* std::__relocate_a_1<std::unique_ptr<AntT, std::default_delete<AntT> >*, std::unique_ptr<AntT, std::default_delete<AntT> >*, std::allocator<std::unique_ptr<AntT, std::default_delete<AntT> > > >(std::unique_ptr<AntT, std::default_delete<AntT> >*, std::unique_ptr<AntT, std::default_delete<AntT> >*, std::unique_ptr<AntT, std::default_delete<AntT> >*, std::allocator<std::unique_ptr<AntT, std::default_delete<AntT> > >&)
 [263] std::_Tuple_impl<1ul, std::default_delete<AntT> >::_Tuple_impl() [384] std::_UninitDestroyGuard<std::vector<Position, std::allocator<Position> >*, void>::~_UninitDestroyGuard() [297] std::vector<Position, std::allocator<Position> >* std::__relocate_a_1<std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> >*, std::allocator<std::vector<Position, std::allocator<Position> > > >(std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> >*, std::allocator<std::vector<Position, std::allocator<Position> > >&)
 [123] std::_Vector_base<Position, std::allocator<Position> >::_M_allocate(unsigned long) [385] std::_UninitDestroyGuard<std::vector<bool, std::allocator<bool> >*, void>::release() [416] std::pair<int, int>* std::__do_uninit_copy<std::pair<int, int> const*, std::pair<int, int> const*, std::pair<int, int>*>(std::pair<int, int> const*, std::pair<int, int> const*, std::pair<int, int>*)
 [214] std::_Vector_base<Position, std::allocator<Position> >::_Vector_impl::_Vector_impl(std::_Vector_base<Position, std::allocator<Position> >::_Vector_impl&&) [386] std::_UninitDestroyGuard<std::vector<bool, std::allocator<bool> >*, void>::_UninitDestroyGuard(std::vector<bool, std::allocator<bool> >*&) [417] std::__fill_bvector_n(unsigned long*, unsigned long, bool)
 [219] std::_Vector_base<Position, std::allocator<Position> >::_Vector_impl::_Vector_impl(std::allocator<Position> const&) [387] std::_UninitDestroyGuard<std::vector<bool, std::allocator<bool> >*, void>::~_UninitDestroyGuard() [166] std::__size_to_integer(unsigned long)
 [161] std::_Vector_base<Position, std::allocator<Position> >::_Vector_impl::_Vector_impl() [388] std::_UninitDestroyGuard<std::vector<double, std::allocator<double> >*, void>::release() [418] Position* std::__do_uninit_fill_n<Position*, unsigned long, Position>(Position*, unsigned long, Position const&)
 [145] std::_Vector_base<Position, std::allocator<Position> >::_Vector_impl::~_Vector_impl() [389] std::_UninitDestroyGuard<std::vector<double, std::allocator<double> >*, void>::_UninitDestroyGuard(std::vector<double, std::allocator<double> >*&) [419] std::vector<Position, std::allocator<Position> >* std::__do_uninit_fill_n<std::vector<Position, std::allocator<Position> >*, unsigned long, std::vector<Position, std::allocator<Position> > >(std::vector<Position, std::allocator<Position> >*, unsigned long, std::vector<Position, std::allocator<Position> > const&)
 [122] std::_Vector_base<Position, std::allocator<Position> >::_M_deallocate(Position*, unsigned long) [390] std::_UninitDestroyGuard<std::vector<double, std::allocator<double> >*, void>::~_UninitDestroyGuard() [20] std::vector<bool, std::allocator<bool> >* std::__do_uninit_fill_n<std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*, unsigned long, std::vector<bool, std::allocator<bool> > const&)
 [220] std::_Vector_base<Position, std::allocator<Position> >::_M_create_storage(unsigned long) [391] std::_UninitDestroyGuard<double*, void>::release() [89] std::vector<double, std::allocator<double> >* std::__do_uninit_fill_n<std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, unsigned long, std::vector<double, std::allocator<double> > const&)
 [215] std::_Vector_base<Position, std::allocator<Position> >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<Position, std::allocator<Position> >::_Vector_impl_data&&) [392] std::_UninitDestroyGuard<double*, void>::_UninitDestroyGuard(double*&) [420] double* std::__do_uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&)
 [148] std::_Vector_base<Position, std::allocator<Position> >::_Vector_impl_data::_Vector_impl_data() [393] std::_UninitDestroyGuard<double*, void>::~_UninitDestroyGuard() [176] double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&)
 [119] std::_Vector_base<Position, std::allocator<Position> >::_M_get_Tp_allocator() [212] std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [239] Position* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Position const*, std::vector<Position, std::allocator<Position> > >, Position*>(__gnu_cxx::__normal_iterator<Position const*, std::vector<Position, std::allocator<Position> > >, __gnu_cxx::__normal_iterator<Position const*, std::vector<Position, std::allocator<Position> > >, Position*)
 [162] std::_Vector_base<Position, std::allocator<Position> >::_Vector_base() [136] std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::min() [240] double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*)
